key,message,comment,context
"Unit price W.T.","Preço unitário WT",revisao,
"Unit price discounted","Preço unitário descontado",revisao,
Units,Unidades,revisao,
"Update lines with selected project","Atualizar linhas com projeto selecionado",revisao,
V.A.T.,CUBA,revisao,
Validate,Validar,revisao,
Validated,Validado,revisao,
"Validated by","Validado por",revisao,
"Validation date","Data de validade",revisao,
"Version Number","Número da versão",revisao,
WT,,revisao,
"Warning, a completed order can't be changed anymore, do you want to continue?","Atenção, um pedido concluído não pode mais ser alterado. Deseja continuar?",revisao,
"You have to choose at least one purchase order","Você precisa escolher pelo menos um pedido",revisao,
"You must configure Purchase module for the company %s","Você deve configurar o módulo Purchase para a empresa% s",revisao,
"You need a purchase order associated to line.","Você precisa de um pedido de compra associado à linha.",revisao,
important,importante,revisao,
info,info,revisao,
success,sucesso,revisao,
value:Purchase,"valor: compra",revisao,
"value:Purchase Request","valor: pedido de compra",revisao,
warning,Aviso,revisao,
"{{ company.name }}","{{ Nome da empresa }}",revisao,
"{{ stockLocation.name }}",{{stockLocation.name}},revisao,
