key,message,comment,context
"Message template","Modelo de mensagem",revisao,
"Min. capacity / cycle","Min. capacidade / ciclo",revisao,
"Missing quantity","Quantidade faltante",revisao,
"Moves In/Out","Move In / Out",revisao,
Name,Nome,revisao,
"Nb of digits for BOM quantities","Nb de dígitos para quantidades de BOM",revisao,
"Need / Manufacturing order","Necessidade / ordem de fabricação",revisao,
"Need / Manufacturing proposal","Necessidade / proposta de fabricação",revisao,
"No production order could be generated. Make sure that everything has been configured correctly. Reminder: check that the order lines that should be produced have their supply method set to 'produce' and that the chosen BoM has a production process associated to it.","Nenhuma ordem de produção pode ser gerada. Certifique-se de que tudo foi configurado corretamente. Lembrete: verifique se as linhas de pedido que devem ser produzidas têm seu método de fornecimento configurado como &#39;produzir&#39; e se o BoM escolhido tem um processo de produção associado a ele.",revisao,
Normal,Normal,revisao,
"Not enough quantity in products to consume for: %s","Quantidade insuficiente em produtos a consumir por:% s",revisao,
"Not manage stock","Não gerenciar estoque",revisao,
Note,Nota,revisao,
"Number of components","Número de componentes",revisao,
"Number of phases","Número de fases",revisao,
OK,,revisao,
Obsolete,Obsoleto,revisao,
"On Finish","No fim",revisao,
"On Start","No começo",revisao,
"One production order per sale order","Uma ordem de produção por ordem de venda",revisao,
"Open tree","Árvore aberta",revisao,
"Operating duration","Duração de operação",revisao,
Operation,Operação,revisao,
"Operation Order","Ordem de Operação",revisao,
"Operation Order Duration","Duração da ordem de operação",revisao,
"Operation Order Durations","Durações da Ordem de Operação",revisao,
"Operation name","Nome da Operação",revisao,
"Operation order","Ordem de operação",revisao,
"Operation order filters","Filtros de ordem de operação",revisao,
"Operation orders","Ordens de operação",revisao,
"OperationOrder.associatedBOM","OperationOrder.associatedBOM",revisao,
"OperationOrder.cycleDuration","OperationOrder.cycleDuration",revisao,
OperationOrder.dates,OperationOrder.dates,revisao,
"OperationOrder.delayBtwCycle","OperationOrder.delayBtwCycle",revisao,
OperationOrder.machine,OperationOrder.machine,revisao,
OperationOrder.num,OperationOrder.num,revisao,
"OperationOrder.operationDetails","OperationOrder.operationDetails",revisao,
"OperationOrder.operationName","OperationOrder.operationName",revisao,
"OperationOrder.operationRequirement","OperationOrder.operationRequirement",revisao,
"OperationOrder.plannedEndDate","OperationOrder.plannedEndDate",revisao,
"OperationOrder.plannedStartDate","OperationOrder.plannedStartDate",revisao,
"OperationOrder.productBarcode","OperationOrder.productBarcode",revisao,
"OperationOrder.productName","OperationOrder.productName",revisao,
"OperationOrder.productToPrepare","OperationOrder.productToPrepare",revisao,
OperationOrder.qty,OperationOrder.qty,revisao,
"OperationOrder.realEndDate","OperationOrder.realEndDate",revisao,
"OperationOrder.realStartDate","OperationOrder.realStartDate",revisao,
"OperationOrder.relatedToProduct","OperationOrder.relatedToProduct",revisao,
OperationOrder.startTime,OperationOrder.startTime,revisao,
OperationOrder.stopTime,OperationOrder.stopTime,revisao,
OperationOrder.title,OperationOrder.title,revisao,
"OperationOrder.trackingNumber","OperationOrder.trackingNumber",revisao,
Operations,Operações,revisao,
"Operations Finished late","Operações terminadas tardiamente",revisao,
"Operations In Progress","Operações em andamento",revisao,
"Operations In Standby","Operações em espera",revisao,
"Operations orders","Ordens de operações",revisao,
"Operations to invoice","Operações para faturar",revisao,
"Operations with difference","Operações com diferença",revisao,
Optional,Opcional,revisao,
Options,Opções,revisao,
Origin,Origem,revisao,
"Original bill of material","Lista de materiais original",revisao,
"Original production process","Processo de produção original",revisao,
"Out manuf order","Out manuf ordem",revisao,
Outsourced,Terceirizado,revisao,
Outsourcing,Terceirização,revisao,
Parent,Pai,revisao,
"Parent BOM","BOM pai",revisao,
"Parent Configurator BOM","BOM do configurador pai",revisao,
"Partial Finish","Acabamento Parcial",revisao,
"Partial end of production","Fim parcial da produção",revisao,
Pause,Pausa,revisao,
"Per Cycle","Por ciclo",revisao,
"Per hour","Por hora",revisao,
"Per piece","Por peça",revisao,
Permanent,Permanente,revisao,
"Permanent manufacturing orders","Ordens de fabricação permanentes",revisao,
Personalized,Personalizado,revisao,
"Personalized nomenclature created","Nomenclatura personalizada criada",revisao,
Phase,Estágio,revisao,
Phases,Fases,revisao,
Picture,Cenário,revisao,
Plan,Plano,revisao,
Planned,Planejado,revisao,
"Planned MOs","MOs planejados",revisao,
"Planned Operations","Operações planejadas",revisao,
"Planned Qty","Qtd planejado",revisao,
"Planned dates","Datas planejadas",revisao,
"Planned duration (hh:mm:ss)","Duração planejada (hh: mm: ss)",revisao,
"Planned end","Final planejado",revisao,
"Planned end date","Data final planejada",revisao,
"Planned operations","Operações planejadas",revisao,
"Planned start","Início planejado",revisao,
"Planned start date","Data de início planejada",revisao,
"Please fill the machine in the workcenter %s.","Por favor, preencha a máquina no centro de trabalho% s.",revisao,
"Please select the Manufacturing order(s) to print.","Por favor, selecione a (s) ordem (s) de fabricação para imprimir.",revisao,
"Please select the Operation order(s) to print.","Por favor, selecione a (s) ordem (s) de operação para imprimir.",revisao,
"Pre-fill operations","Operações de pré-enchimento",revisao,
"Previsional charge by machine (per days)","Cobrança previsional por máquina (por dias)",revisao,
"Previsional charge by machine (per hour)","Cobrança previsional por máquina (por hora)",revisao,
Print,Impressão,revisao,
"Print Production Process","Processo de Produção de Impressão",revisao,
"Print planned date on manuf order ?","Imprimir data planejada na ordem do manuf?",revisao,
"Print the cost sheet line detail","Imprimir o detalhe da linha de folha de custo",revisao,
Printings,Impressões,revisao,
Priority,Prioridade,revisao,
"Prod process","Processo de produção",revisao,
"Prod process line","Linha de processo de produção",revisao,
"Prod. Human resource","Prod. Recursos humanos",revisao,
"Prod. Human resources","Prod. Recursos humanos",revisao,
ProdProcess.company,ProdProcess.company,revisao,
"ProdProcess.consumeProduct","ProdProcess.consumeProduct",revisao,
ProdProcess.description,ProdProcess.description,revisao,
ProdProcess.isOperation,ProdProcess.isOperation,revisao,
"ProdProcess.isOutsourcing","ProdProcess.isOutsourcing",revisao,
ProdProcess.label,ProdProcess.label,revisao,
ProdProcess.name,ProdProcess.name,revisao,
ProdProcess.outsourcing,ProdProcess.outsourcing,revisao,
ProdProcess.phases,ProdProcess.phases,revisao,
ProdProcess.priority,ProdProcess.priority,revisao,
"ProdProcess.producedProductStockLocation","ProdProcess.producedProductStockLocation",revisao,
ProdProcess.product,ProdProcess.product,revisao,
ProdProcess.qty,ProdProcess.qty,revisao,
"ProdProcess.stockLocation","ProdProcess.stockLocation",revisao,
ProdProcess.unit,ProdProcess.unit,revisao,
ProdProcess.workcenter,ProdProcess.workcenter,revisao,
"Produced product","Produto produzido",revisao,
"Produced products","Produtos produzidos",revisao,
"Produced quantity","Quantidade produzida",revisao,
"Produced ratio","Relação produzida",revisao,
Product,produtos,revisao,
"Product approval","Aprovação do produto",revisao,
"Product approvals","Aprovações de produtos",revisao,
"Production Batch","Lote de produção",revisao,
"Production and cost settings","Configurações de produção e custo",revisao,
"Production batch","Lote de produção",revisao,
"Production batches","Lotes de produção",revisao,
"Production config","Configuração de produção",revisao,
"Production config (${ name })","Configuração de produção ($ {name})",revisao,
"Production configuration","Configuração de produção",revisao,
"Production configurations","Configurações de produção",revisao,
"Production note","Nota de produção",revisao,
"Production order","Ordem de produção",revisao,
"Production order filters","Filtros de ordem de produção",revisao,
"Production order generated","Ordem de produção gerada",revisao,
"Production order management from sale order","Gerenciamento de ordem de produção de ordem de venda",revisao,
"Production order wizard","Assistente de ordem de produção",revisao,
"Production orders","Ordens de produção",revisao,
"Production orders closed","Ordens de produção fechadas",revisao,
"Production process","Processo de produção",revisao,
"Production process configurator","Configurador de processo de produção",revisao,
"Production processes","Processos de produção",revisao,
"Production stock location","Local do estoque de produção",revisao,
"Production stock locations","Locais de estoque de produção",revisao,
"Production virtual stock location","Local de estoque virtual de produção",revisao,
"Production waste","Resíduos de produção",revisao,
"Production's order created","Ordem de produção criada",revisao,
"Production.productStandard","Production.productStandard",revisao,
"Productions orders","Ordens de produção",revisao,
Products,Produtos,revisao,
"Products Wastes","Resíduos de produtos",revisao,
"Products to consume","Produtos para consumir",revisao,
"Products to produce","Produtos para produzir",revisao,
Profile,Perfil,revisao,
Qty,,revisao,
Quantity,Quantidade,revisao,
"Quantity Wasted per Product","Quantidade desperdiçada por produto",revisao,
Rate,Taxa,revisao,
"Rate type","Tipo de taxa",revisao,
Ratio,Ratio,revisao,
"Raw material requirement","Exigência de matéria-prima",revisao,
"Raw materials to add to components","Matérias-primas para adicionar aos componentes",revisao,
"RawMaterialRequirement.available","RawMaterialRequirement.available",revisao,
"RawMaterialRequirement.company","RawMaterialRequirement.company",revisao,
"RawMaterialRequirement.from","RawMaterialRequirement.from",revisao,
"RawMaterialRequirement.manufOrder","RawMaterialRequirement.manufOrder",revisao,
"RawMaterialRequirement.missingQuantity","RawMaterialRequirement.missingQuantity",revisao,
"RawMaterialRequirement.neededQuantity","RawMaterialRequirement.neededQuantity",revisao,
"RawMaterialRequirement.product","RawMaterialRequirement.product",revisao,
"RawMaterialRequirement.stockLocation","RawMaterialRequirement.stockLocation",revisao,
"RawMaterialRequirement.stockLocations","RawMaterialRequirement.stockLocations",revisao,
"RawMaterialRequirement.title","RawMaterialRequirement.title",revisao,
"RawMaterialRequirement.to","RawMaterialRequirement.to",revisao,
Real,Real,revisao,
"Real Qty","Qtd real",revisao,
"Real dates","Datas reais",revisao,
"Real duration (hh:mm:ss)","Duração real (hh: mm: ss)",revisao,
"Real end","Final real",revisao,
"Real end date","Data final real",revisao,
"Real operations","Operações reais",revisao,
"Real start","Começo real",revisao,
"Real start date","Data de início real",revisao,
"Real/Current Quantity","Quantidade real / atual",revisao,
"Replacement machine","Máquina de substituição",revisao,
"Replacement machines","Máquinas de substituição",revisao,
Reportings,Reportings,revisao,
Reports,Relatórios,revisao,
"Residual product","Produto residual",revisao,
"Residual products","Produtos residuais",revisao,
Resources,Recursos,revisao,
Resume,Currículo,revisao,
"Revaluation at actual prices","Reavaliação a preços reais",revisao,
"Sale order","Ordem de venda",revisao,
"Send email when manufacturing order finished","Enviar email quando a ordem de produção terminar",revisao,
"Send email when manufacturing order partially finished","Enviar email quando a ordem de fabricação terminar parcialmente",revisao,
Sequence,Seqüência,revisao,
"Sequence by workshop","Sequência por oficina",revisao,
"Serial Nbr","NB de série",revisao,
"Serial Number","Número de série",revisao,
"Show all requirements ?","Mostrar todos os requisitos?",revisao,
"Show requirements by MO","Mostrar requisitos por MO",revisao,
"Split by tracking numbers","Dividir por números de rastreamento",revisao,
Standby,Espera,revisao,
Start,Começar,revisao,
"Start date","Data de início",revisao,
"Started by","Começado por",revisao,
"Starting Date","Data de início",revisao,
"Starting duration (hh:mm:ss)","Duração inicial (hh: mm: ss)",revisao,
Status,Status,revisao,
"Stock Location","Localização das Ações",revisao,
"Stock location","Localização de estoque",revisao,
"Stock location for produced product","Local de estoque para o produto produzido",revisao,
"Stock move","Movimentação de estoque",revisao,
"Stock move in","Movimentação de estoque em",revisao,
"Stock move line","Linha de movimentação de estoque",revisao,
"Stock move lines","Linhas de movimentação de estoque",revisao,
"Stock move realize order select","Movimentação de estoque realizar ordem selecionar",revisao,
"Stock moves","Movimentos de estoque",revisao,
"Stock moves in","Movimentos de estoque em",revisao,
"Stock moves out","O estoque sai",revisao,
"Stopped by","Parado por",revisao,
"Stopping Date","Data de Parada",revisao,
"Sub-process configuration","Configuração do subprocesso",revisao,
"Subtract the product residuals cost on Cost sheet","Subtrair o custo residual do produto na folha de custo",revisao,
Surcharge,Sobretaxa,revisao,
"The bill of material %s has been generated","A lista de materiais% s foi gerada",revisao,
"The manufacturing order was canceled.","A ordem de produção foi cancelada.",revisao,
"The planned end date is inferior to the actual date","A data final planejada é inferior à data real",revisao,
"The product %s is not in the bill of material related to this production process","O produto% s não está na lista de materiais relacionada a este processo de produção",revisao,
"The product cost cannot be changed because the product cost type is not manual","O custo do produto não pode ser alterado porque o tipo de custo do produto não é manual",revisao,
"The template to send message for manufacturing order is missing.","O modelo para enviar mensagem para pedido de fabricação está ausente.",revisao,
"There no's defined nomenclature for product %s (%s)","Não há nomenclatura definida para o produto% s (% s)",revisao,
"There's no configured sequence for fabrication's orders","Não há sequência configurada para pedidos de fabricação",revisao,
"There's no configured sequence for production's orders","Não há sequência configurada para ordens de produção",revisao,
"This bill of material already has the following versions : <br/><ul> %s </ul>And these versions may also have ones. Do you still wish to create a new one ?","Esta lista de materiais já possui as seguintes versões: <br/><ul> % s </ul> E essas versões também podem ter algumas. Você ainda deseja criar um novo?",revisao,
"This production process already has the following versions : <br/><ul> %s </ul>And these versions may also have ones. Do you still wish to create a new one ?","Este processo de produção já possui as seguintes versões: <br/><ul> % s </ul> E essas versões também podem ter algumas. Você ainda deseja criar um novo?",revisao,
"Time difference (Minutes)","Diferença horária (minutos)",revisao,
"Time difference per manufacturing order","Diferença de horário por ordem de produção",revisao,
To,,revisao,
"To Date","Até a presente data",revisao,
