key,message,comment,context
"Gantt with user","Gantt com usuário",revisao,
"Gen proj type per order line","Gen proj type por linha de pedido",revisao,
"Generate quotation","Gerar cotação",revisao,
"Generated project","Projeto gerado",revisao,
High,Alto,revisao,
Historical,Histórico,revisao,
Image,Imagem,revisao,
"Import all members","Importar todos os membros",revisao,
Imputable,Imputável,revisao,
"In Progress","Em progresso",revisao,
Invoiced,Facturado,revisao,
Invoicing,Facturação,revisao,
"Is close","Está perto",revisao,
"Is open","Está aberto",revisao,
"Is unique task for multiple quantity","É tarefa única para quantidade múltipla",revisao,
"Log Times","Tempos de registro",revisao,
Low,,revisao,
"Manage lines","Gerenciar linhas",revisao,
Members,Membros,revisao,
Membres,Membres,revisao,
"My projects","Meus projetos",revisao,
"My tasks due","Minhas tarefas devido",revisao,
"My tasks to do","Minhas tarefas para fazer",revisao,
"My today planning","Meu planejamento hoje",revisao,
"My upcoming planning","Meu próximo planejamento",revisao,
Name,Nome,revisao,
New,,revisao,
"New line","Nova linha",revisao,
Normal,Normal,revisao,
"Not invoiced","Não faturado",revisao,
"Not specified","Não especificado",revisao,
Notes,Notas,revisao,
"Open gantt","Gantt aberto",revisao,
"Open phase","Fase Aberta",revisao,
"Open task","Tarefa aberta",revisao,
"Order by state","Ordenar por estado",revisao,
"Parent project","Projeto pai",revisao,
"Parent task","Tarefa pai",revisao,
"Person In Charge","Pessoa encarregada",revisao,
"Phase by line","Fase a linha",revisao,
"Phase tasks","Tarefas de fase",revisao,
Phases,Fases,revisao,
"Plan project","Projeto do plano",revisao,
"Planification and costs","Planejamento e custos",revisao,
"Planned progress","Progresso planejado",revisao,
Planning,Planejamento,revisao,
"Please select project","Por favor selecione o projeto",revisao,
"Please select user","Por favor selecione usuário",revisao,
"Predecessors tasks","Tarefas predecessoras",revisao,
Product,produtos,revisao,
Production,Produção,revisao,
Progress,Progresso,revisao,
"Progress (%)","Progresso (%)",revisao,
Project,Projeto,revisao,
"Project Calendar","Calendário do Projeto",revisao,
"Project Category","Categoria do Projeto",revisao,
"Project Folder","Pasta de projeto",revisao,
"Project Folders","Pastas de Projeto",revisao,
"Project Gantt","Projeto Gantt",revisao,
"Project Label","Rótulo do Projeto",revisao,
"Project Phase","Fase de projeto",revisao,
"Project Planning Time","Tempo de planejamento do projeto",revisao,
"Project Task","Tarefa do Projeto",revisao,
"Project Task Tree","Árvore de Tarefas do Projeto",revisao,
"Project Tasks","Tarefas do Projeto",revisao,
"Project Wiki","Wiki do projeto",revisao,
"Project alone","Projeto sozinho",revisao,
"Project phase","Fase de projeto",revisao,
"Project phases","Fases do projeto",revisao,
"Project planning","Planejamento de projetos",revisao,
"Project planning time","Tempo de planejamento do projeto",revisao,
"Project set","Conjunto de projeto",revisao,
"Project type select","Seleção de tipo de projeto",revisao,
"Project/Business (Project)","Projeto / Negócio (Projeto)",revisao,
Project/Phase,"Fase de projeto",revisao,
Projects,Projetos,revisao,
"Projects Folder","Pasta de projetos",revisao,
"Purchase order lines","Linhas de ordem de compra",revisao,
Purchases,Compras,revisao,
Quantity,Quantidade,revisao,
"Related Projects","Projetos relacionados",revisao,
"Related tasks","Tarefas Relacionadas",revisao,
"Remove lines","Remover linhas",revisao,
"Remove selected lines","Remover linhas selecionadas",revisao,
Reportings,Reportings,revisao,
Reports,Relatórios,revisao,
"Reset to New","Redefinir para novo",revisao,
Resource,Recurso,revisao,
"Resource booking","Reserva de recursos",revisao,
"Resource bookings","Reservas de recursos",revisao,
"Resource management","Gestão de recursos",revisao,
"Resource type","Tipo de recurso",revisao,
"Resource types","Tipos de recursos",revisao,
Resources,Recursos,revisao,
"Sale order lines","Linhas de pedido de venda",revisao,
Sales,Vendas,revisao,
"Select Projects","Selecione Projetos",revisao,
"Select Users","Selecione Usuários",revisao,
"Select new lines","Selecione novas linhas",revisao,
Sequence,Seqüência,revisao,
"Serial/batch number","Número de série / lote",revisao,
"Show expense lines","Mostrar linhas de despesa",revisao,
"Show phases elements","Mostrar elementos das fases",revisao,
"Show production orders","Mostrar ordens de produção",revisao,
"Show purchase order lines","Mostrar linhas do pedido de compra",revisao,
"Show sale order lines","Mostrar linhas de ordem de venda",revisao,
Start,Começar,revisao,
"Start tasks to finish","Iniciar tarefas para terminar",revisao,
"Start tasks to start","Iniciar tarefas para iniciar",revisao,
Status,Status,revisao,
Stop,Pare,revisao,
Subject,Sujeito,revisao,
"Supplier Invoice lines","Linhas de fatura de fornecedor",revisao,
Synchronize,Sincronizar,revisao,
"Take charge","Tomar conta",revisao,
Task,Tarefa,revisao,
"Task Invoicing","Faturamento de Tarefas",revisao,
"Task Tree","Árvore de Tarefas",revisao,
"Task by line","Tarefa por linha",revisao,
"Task date","Data da tarefa",revisao,
"Task deadline","Prazo da tarefa",revisao,
"Task end","Final da tarefa",revisao,
"Task history","Histórico de tarefas",revisao,
"Task template list","Lista de modelos de tarefas",revisao,
"Task updated","Tarefa atualizada",revisao,
Tasks,Tarefas,revisao,
"Tasks to finish before finish","Tarefas para terminar antes de terminar",revisao,
"Tasks to start before start","Tarefas para começar antes do início",revisao,
Team,Equipe,revisao,
"Team task list","Lista de tarefas da equipe",revisao,
"The deep limit of the project is too high","O limite profundo do projeto é muito alto",revisao,
"The selected project/task doesn't contain any customers","O projeto / tarefa selecionado não contém nenhum cliente",revisao,
"Time Spent","Tempo gasto",revisao,
Timer,Cronômetro,revisao,
"Timer list","Lista temporizador",revisao,
Title,Título,revisao,
"To Date","Até a presente data",revisao,
"To Invoice",Facturar,revisao,
"To date","Até a presente data",revisao,
Tools,Ferramentas,revisao,
"Total duration (Hours)","Duração total (horas)",revisao,
"Total planned hours","Total de horas planejadas",revisao,
"Tree view","Vista de árvore",revisao,
Type,Tipo,revisao,
"Type of authorized activities","Tipo de atividades autorizadas",revisao,
"Type of authorized categories","Tipo de categorias autorizadas",revisao,
Unit,Unidade,revisao,
"Unit price","Preço unitário",revisao,
"Unlink selected lines","Desvincular linhas selecionadas",revisao,
"Update period according to task","Atualizar período de acordo com a tarefa",revisao,
Urgent,Urgente,revisao,
User,"Do utilizador",revisao,
"User Gantt","Usuário Gantt",revisao,
"User Task","Tarefa do usuário",revisao,
Users,Comercial,revisao,
"Validated Timesheet lines","Linhas de Quadro de Horários Validadas",revisao,
"Waiting Timesheet lines","Esperando linhas de quadro de horários",revisao,
Wiki,Wiki,revisao,
"You have no active team, the planning can't be generated","Você não tem equipe ativa, o planejamento não pode ser gerado",revisao,
"You have no projects or tasks bound to you, your planning can't be generated.","Você não tem projetos ou tarefas vinculados a você, seu planejamento não pode ser gerado.",revisao,
"You have selected no team for this project","Você não selecionou nenhuma equipe para este projeto",revisao,
"Your team has no projects or tasks bound to it, the planning can't be generated.","Sua equipe não possui projetos ou tarefas vinculados a ela, o planejamento não pode ser gerado.",revisao,
hours,horas,revisao,
project-Resources,"Recursos do projeto",revisao,
value:Projects,"valor: projetos",revisao,
