key,message,comment,context
"Planned stock move lines","Linhas de movimentação de estoque planejadas",revisao,
"Please configure mass units for this product packing : %s","Por favor, configure unidades de massa para esta embalagem do produto:% s",revisao,
"Please enter a valid split quantity","Por favor insira uma quantidade dividida válida",revisao,
"Please fill all inventory lines","Por favor, preencha todas as linhas de inventário",revisao,
"Please fill in the delivery (to) address to get the delivery itinerary.","Por favor, preencha o endereço de entrega (para) para obter o itinerário de entrega.",revisao,
"Please fill in the source (from) location address to get the delivery itinerary.","Por favor, preencha o endereço de localização da fonte (de) para obter o itinerário de entrega.",revisao,
"Please fill printing settings on following stock moves: %s","Preencha as configurações de impressão nas seguintes ações:% s",revisao,
"Please fill the conformity for the product(s) : %s","Por favor preencha a conformidade para o (s) produto (s):% s",revisao,
"Please fill the tracking number for the product(s) : %s","Por favor, preencha o número de rastreamento para o (s) produto (s):% s",revisao,
"Please filled estimated delivery date","Por favor preencheu a data de entrega estimada",revisao,
"Please filled supplier shipment date and supplier shipment reference.","Por favor, preencha a data de envio do fornecedor e a referência de remessa do fornecedor.",revisao,
"Please select lines to split","Por favor, selecione linhas para dividir",revisao,
"Please select the Stock Location(s) to print.","Por favor, selecione o (s) local (is) de estoque para imprimir.",revisao,
"Please select the StockMove(s) to print.","Por favor, selecione o (s) StockMove (s) para imprimir.",revisao,
"Please select the stock move(s) to print","Por favor, selecione a (s) ação (ões) para imprimir",revisao,
Print,Impressão,revisao,
"Print Incoming Move","Print Incoming Move",revisao,
"Print Internal Move","Imprimir lance interno",revisao,
"Print Outgoing Move","Imprimir movimento de saída",revisao,
"Print Picking StockMove(s)","Imprimir Picking StockMove (s)",revisao,
"Print StockMove(s)","Imprimir StockMove (s)",revisao,
"Print certificate of conformity","Imprimir certificado de conformidade",revisao,
"Print packing list","Imprimir lista de embalagem",revisao,
"Print picking order","Ordem de escolha de impressão",revisao,
"Printing settings","Configurações de impressão",revisao,
Product,produtos,revisao,
"Product Code","Código do produto",revisao,
"Product Name","Nome do Produto",revisao,
"Product cannot be null.","O produto não pode ser nulo.",revisao,
"Product category","Categoria de Produto",revisao,
"Product code","Código do produto",revisao,
"Product deliveries in qty by country","Entregas de produtos em quantidade por país",revisao,
"Product deliveries in qty by country by family","Entregas de produtos em quantidade por país por família",revisao,
"Product description","Descrição do Produto",revisao,
"Product family","Produto familiar",revisao,
"Product model","Modelo do produto",revisao,
"Product name","Nome do Produto",revisao,
"Product quantity in other stock locations","Quantidade do produto em outras localizações de estoque",revisao,
"Product tracking number","Número de rastreamento do produto",revisao,
"Product type","Tipo de Produto",revisao,
"Product's stocks %s (%s) are not in sufficient quantity to realize the delivery","As ações do produto% s (% s) não estão em quantidade suficiente para realizar a entrega",revisao,
"Product's stocks %s (%s) exceeds maximum stock rules.","As ações do produto% s (% s) excedem as regras de estoque máximas.",revisao,
"Product's stocks %s (%s), tracking number %s are not in sufficient quantity to realize the delivery","Os estoques do produto% s (% s), o número de rastreamento% s não estão em quantidade suficiente para realizar a entrega",revisao,
"Production Qty by tracking","Qtde de produção por rastreamento",revisao,
"Production Stock Move in Planned","Movimento de estoque de produção no planejado",revisao,
"Production Stock Move out Planned","Produção sai de estoque planejado",revisao,
"Production forecasts","Previsões de produção",revisao,
"Production needs","Necessidades de produção",revisao,
"Production stock move in realized","Movimento de estoque de produção em realizado",revisao,
"Production stock move out realized","Estoque de produção sair",revisao,
"Production tracking management","Gerenciamento de rastreamento de produção",revisao,
Products,Produtos,revisao,
Provision,Provisão,revisao,
"Purchase Qty by tracking","Qtd de compras por rastreamento",revisao,
"Purchase order","Ordem de compra",revisao,
"Purchase tracking management","Gerenciamento de rastreamento de compras",revisao,
Qty,,revisao,
"Quality control default stock location","Localização de estoque padrão de controle de qualidade",revisao,
"Quality rating","Classificação de qualidade",revisao,
Quantity,Quantidade,revisao,
"Quantity is required on line %d.","A quantidade é necessária na linha% d.",revisao,
Rack,Prateleira,revisao,
"Racks range","Faixa de racks",revisao,
"Real Qty","Qtd real",revisao,
"Real Quantity","Quantidade Real",revisao,
"Real qty","Quantia real",revisao,
"Real quantity problem","Problema de quantidade real",revisao,
"Real/Current Quantity","Quantidade real / atual",revisao,
Realize,Realize,revisao,
"Realize stock moves upon parcel/pallet collection","Realize movimentos de estoque com coleta de parcela / palete",revisao,
Realized,Percebi,revisao,
"Realized stock move lines","Linhas de movimentação de estoque realizadas",revisao,
"Receipt default stock location","Local de estoque padrão de recebimento",revisao,
"Receipt stock move","Movimento de estoque de recebimento",revisao,
Ref.,Ref.,revisao,
"Refill Qty","Qtd de recarga",revisao,
"Refill type","Tipo de recarga",revisao,
Regime,Regime,revisao,
"Rental loan leasing more than 24 months","Locação de empréstimo de aluguel por mais de 24 meses",revisao,
"Reordering managed by","Reordenação gerenciada por",revisao,
"Replacement of non returned goods","Substituição de mercadorias não devolvidas",revisao,
"Replacement of returned goods","Substituição de mercadorias devolvidas",revisao,
Reportings,Reportings,revisao,
Reports,Relatórios,revisao,
"Require to fill conformity for products ticked 'Control on Receipt'","Exigir o preenchimento de conformidade para os produtos marcados como &quot;Controle no recebimento&quot;",revisao,
"Require to fill the shipment informations","Requerer preencher as informações da remessa",revisao,
"Reserved qty","Quantidade reservada",revisao,
"Return Surplus","Retorno de Retorno",revisao,
"Return of goods","Devolução de mercadorias",revisao,
"Return surplus","Retorno de excedente",revisao,
"Reverse stock move (From","Movimento reverso de estoque (de",revisao,
Reversions,Reversões,revisao,
Run,,revisao,
"Sale Qty by tracking","Qtde de venda por rastreamento",revisao,
"Sale order","Ordem de venda",revisao,
"Sale tracking management","Gerenciamento de acompanhamento de vendas",revisao,
Search,Procurar,revisao,
"Select format to Export","Selecione o formato para exportar",revisao,
Seller,Vendedor,revisao,
"Send email on stock move realization","Enviar email na realização da movimentação de estoque",revisao,
