key,message,comment,context
First period invoicing end date,Data de término do faturamento do primeiro período,revisao,
Fiscal position,Posição Fiscal,revisao,
Full name,Nome completo,revisao,
General,Geral,revisao,
Information,Em formação,revisao,
Informations,Informações,revisao,
Invoice,Fatura,revisao,
Invoice from consumption,Fatura do consumo,revisao,
Invoice line,Linha de fatura,revisao,
Invoice period,Período da fatura,revisao,
Invoice period history,Histórico do período da fatura,revisao,
Invoice periods,Períodos de fatura,revisao,
Invoiced,Facturado,revisao,
Invoices,Faturas,revisao,
Invoicing,Facturação,revisao,
Invoicing Frequency,Frequência de faturamento,revisao,
Invoicing content,Faturamento de conteúdo,revisao,
Invoicing date,Data de faturamento,revisao,
Invoicing management,Gestão de facturação,revisao,
Invoicing moment,Momento de faturamento,revisao,
Is invoiced,É faturado,revisao,
Last Invoicing period,Último período de faturamento,revisao,
Last renewal date,Última data de renovação,revisao,
Linked invoice,Fatura vinculada,revisao,
Manage invoices,Gerenciar faturas,revisao,
Meta file,Arquivo Meta,revisao,
Name,Nome,revisao,
New,Novo,revisao,
New version,Nova versão,revisao,
Next Invoice Additional Benefit,Benefício adicional da próxima fatura,revisao,
Next version,Próxima versão,revisao,
Next version activation,Ativação da próxima versão,revisao,
No contract is associated to version.,Nenhum contrato está associado à versão.,revisao,
Not invoiced,Não faturado,revisao,
Notes,Notas,revisao,
Nouvelle version,Versão nouvelle,revisao,
Number of finished periods,Número de períodos concluídos,revisao,
Number of renewal,Número de renovação,revisao,
Ongoing,em progresso,revisao,
Only invoice consumption before Invoice period end Date,Somente consumo de fatura antes do final do período da fatura,revisao,
Partner,Parceiro,revisao,
Payment condition,Condição de pagamento,revisao,
Payment mode,Modo de pagamento,revisao,
Periodic Invoicing,Faturação Periódica,revisao,
Periodic contract,Contrato periódico,revisao,
Please enter a engagement date.,"Por favor, insira uma data de compromisso.",revisao,
Please enter a terminated date for this version.,"Por favor, insira uma data final para esta versão.",revisao,
Please fill the first period end date and the invoice frequency.,"Por favor, preencha a data final do primeiro período e a frequência da fatura.",revisao,
Print,Impressão,revisao,
Prior notice,Aviso prévio,revisao,
Prior notice duration,Duração do aviso prévio,revisao,
Prior notice duration is not respected.,A duração do aviso prévio não é respeitada.,revisao,
Product,produtos,revisao,
Prorate from versions,Proporcionar versões,revisao,
Prorated Invoice,Fatura Proporcional,revisao,
Prorated Starting periods,Períodos de início proporcional,revisao,
Prorated finished periods,Períodos acabados rateados,revisao,
Prorated temporally,Proporcionalmente,revisao,
Protrate temporally,Protate temporariamente,revisao,
Purchase orders,Ordens de compra,revisao,
Put on hold,Colocada em espera,revisao,
Qty,Qtde,revisao,
Quantity,Quantidade,revisao,
Reference,Referência,revisao,
Renew,Renovar,revisao,
Renewal,Renovação,revisao,
Renewal duration,Duração da renovação,revisao,
Renewal management,Gestão de renovação,revisao,
Run batch,Executar lote,revisao,
Search,Procurar,revisao,
Sequence,Seqüência,revisao,
Show contract,Mostrar contrato,revisao,
Show next version,Mostrar a próxima versão,revisao,
Start date,Data de início,revisao,
Start of next invoicing period,Início do próximo período de faturamento,revisao,
Start of period,Início do período,revisao,
Status,Status,revisao,
Statut,Status,revisao,
Supplier,Fornecedor,revisao,
Supplier contracts,Contratos com fornecedores,revisao,
Supposed activation date,Data de ativação suposta,revisao,
Supposed end date,Data final suposta,revisao,
Tacit renewal,Renovação tácita,revisao,
Tax,Imposto,revisao,
Terminate,Terminar,revisao,
Terminated,Terminado,revisao,
Terminated By,Terminado por,revisao,
Terminated contracts,Contratos rescindidos,revisao,
Terminated date,Data terminada,revisao,
Terminated manually,Terminado manualmente,revisao,
Termination,Terminação,revisao,
Termination demand date,Data de Exigência de Terminação,revisao,
The company %s doesn't have any configured sequence for contracts,A empresa %s não possui nenhuma sequência configurada para contratos,revisao,
The product can't be empty.,O produto não pode estar vazio.,revisao,
There is no contract associated with this version.,Não há contrato associado a esta versão.,revisao,
To closed,Para fechado,revisao,
Total A.T.I.,Total ATI,revisao,
Total W.T.,Total WT,revisao,
Type,Tipo,revisao,
Unchangable contract,Contrato imutável,revisao,
Unit,Unidade,revisao,
Unit price,Preço unitário,revisao,
Use this template,Use este modelo,revisao,
Version,Versão,revisao,
Version history,Histórico da versão,revisao,
Versions,Versões,revisao,
Waiting,Esperando,revisao,
With engagement,Com engajamento,revisao,
With prior notice,Com aviso prévio,revisao,
You cannot remove a line which has been already invoiced.,Você não pode remover uma linha que já foi faturada.,revisao,
You cannot terminate a contract before version activation date.,Você não pode rescindir um contrato antes da data de ativação da versão.,revisao,
You need to save your contract for add lines.,Você precisa salvar seu contrato para adicionar linhas.,revisao,
value:Contract,valor: contrato,revisao,
