key,message,comment,context
"Also export already exported payroll preparations","Também exportar preparações de folha de pagamento já exportadas",revisao,
Amendment,Emenda,revisao,
"Amendment Date","Data de alteração",revisao,
"Amendment type","Tipo de alteração",revisao,
Amount,Montante,revisao,
"Analytic distribution","Distribuição analítica",revisao,
"Analytic distribution lines","Linhas de distribuição analítica",revisao,
"Analytic distribution template","Modelo de distribuição analítica",revisao,
"Annual expenses report","Relatório Anual de Despesas",revisao,
"Annual gross salary","Salário bruto anual",revisao,
"Annual report","Relatório anual",revisao,
Anomaly,Anomalia,revisao,
"App Expense","Despesa de App",revisao,
"App Leave","Licença de aplicativo",revisao,
"App Timesheet","Planilha de horas do aplicativo",revisao,
"Application condition","Condição de aplicação",revisao,
"Are you sure wants to remove selected lines?","Tem certeza de que deseja remover as linhas selecionadas?",revisao,
"Arriving city","Cidade chegando",revisao,
"Automatic generation dates must be included in the timesheet period","Datas de geração automáticas devem ser incluídas no período do quadro de horários",revisao,
"Available Stock of Lunch Vouchers","Estoque disponível de vales de almoço",revisao,
"Available quantity (acquired)","Quantidade disponível (adquirida)",revisao,
"Available quantity (before validation)","Quantidade disponível (antes da validação)",revisao,
Bank,Banco,revisao,
"Bank Order","Pedido Bancário",revisao,
"Base amount per employee","Valor base por funcionário",revisao,
Batches,Lotes,revisao,
Batchs,Lotes,revisao,
"Birth date","Data de nascimento",revisao,
"Block expense tax modification","Bloquear a modificação do imposto sobre as despesas",revisao,
"Bonus coefficient","Coeficiente bónus",revisao,
"Bonus type","Tipo de bônus",revisao,
Bonuses,Bônus,revisao,
CSV,,revisao,
Calculate,Calcular,revisao,
Calculated,Calculado,revisao,
"Can only be selected by HR Management","Só pode ser selecionado pelo gerenciamento de RH",revisao,
Cancel,Cancelar,revisao,
"Cancel payment","Cancelar pagamento",revisao,
Canceled,Cancelado,revisao,
"Canceled Expense Template","Modelo de despesas canceladas",revisao,
"Canceled Extra Hours Template","Modelo de horas extras cancelado",revisao,
"Canceled Leave Request Template","Modelo de pedido de licença cancelado",revisao,
"Canceled Timesheet Template","Modelo de Quadro de Horários Cancelado",revisao,
Canteen,Cantina,revisao,
Catalog,Catálogo,revisao,
Categorization,Categorização,revisao,
"Charges and Contributions","Encargos e Contribuições",revisao,
"Choose payment mode","Escolha o modo de pagamento",revisao,
"Close period","Período próximo",revisao,
Closed,Fechadas,revisao,
Code,Código,revisao,
Coefficient,Coeficiente,revisao,
"Coefficient for bonus","Coeficiente para bônus",revisao,
Cohabitee,Cohabitee,revisao,
"Colleague Leave Requests","Pedidos de licença do colega",revisao,
Comment,Comente,revisao,
Comments,Comentários,revisao,
Companies,Empresas,revisao,
Company,Empresa,revisao,
"Company %s does not have any expense's sequence","A empresa% s não possui sequência de despesas",revisao,
"Company code","Código da companhia",revisao,
"Company credit card details","Detalhes do cartão de crédito da empresa",revisao,
"Company department","Departamento da empresa",revisao,
"Company's credit card","Cartão de crédito da empresa",revisao,
"Complete my Timesheet","Complete meu quadro de horários",revisao,
"Complete my expense","Complete minha despesa",revisao,
"Complete my leave request","Conclua meu pedido de licença",revisao,
"Compute amounts","Quantias de computação",revisao,
"Compute distance with web service","Compute a distância com o serviço da web",revisao,
Configuration,Configuração,revisao,
Confirm,confirme,revisao,
"Confirm & Continue","Confirme e continue",revisao,
"Confirmed Extra Hours Template","Modelo de horas extras confirmadas",revisao,
"Confirmed Timesheet Template","Modelo de Quadro de Horários Confirmado",revisao,
"Consolidate timesheet line on invoice","Consolidar linha de quadro de horários na fatura",revisao,
Consume,Consumir,revisao,
Contact,Contato,revisao,
"Contact in case of emergency","Contato em caso de emergência",revisao,
Content,Conteúdo,revisao,
Continue,Continuar,revisao,
"Contract type","Tipo de contrato",revisao,
"Contractual Info.","Informação contratual",revisao,
Costs,Custos,revisao,
Counted,Contado,revisao,
Create,Crio,revisao,
"Create amendment","Criar emenda",revisao,
"Created by","Criado por",revisao,
"Created on","Criado em",revisao,
"Daily cost","Custo diário",revisao,
"Daily work hours","Horas de trabalho diárias",revisao,
Dashboard,"painel de controle",revisao,
Dashboards,Dashboards,revisao,
Date,Encontro,revisao,
"Date can't be in the future","Data não pode ser no futuro",revisao,
"Date of hire","Data da contratação",revisao,
"Date problem for line(s) : %s","Problema de data para linha (s):% s",revisao,
Dates,datas,revisao,
Day,,revisao,
Days,Dias,revisao,
"Days validated","Dias validados",revisao,
"Deduct lunch voucher","Deduzir vale-almoço",revisao,
"Default Activity Product","Produto de Atividade Padrão",revisao,
"Default day number gain","Ganho do número do dia padrão",revisao,
Description,Descrição,revisao,
Details,Detalhes,revisao,
"Distance travelled","Distância viajada",revisao,
"Distribution date","Data de distribuição",revisao,
Draft,"Esboço, projeto",revisao,
Duration,Duração,revisao,
"Duration equals 0","Duração é igual a 0",revisao,
"Duration(hours by day)","Duração (horas por dia)",revisao,
"Duration(in day per day)","Duração (no dia por dia)",revisao,
"Duration(minutes by day)","Duração (minutos por dia)",revisao,
"Edit Expense Selected","Editar despesa selecionada",revisao,
"Edit Leave Request Selected","Editar solicitação de licença selecionada",revisao,
"Edit Start&Stop Timer On Stop","Editar Start &amp; Stop Timer On Stop",revisao,
"Edit Timesheet Selected","Editar quadro de horários selecionado",revisao,
"Edit extra hours selected","Editar horas extras selecionadas",revisao,
Editor,editor,revisao,
"Electronic card","Cartão Eletrônico",revisao,
"Email sent to %s","E-mail enviado para% s",revisao,
"Emergency contact","Contato de emergência",revisao,
Employee,Empregado,revisao,
"Employee %s is not allowed to take leave in advance.","Empregado% s não tem permissão para tirar licença com antecedência.",revisao,
"Employee advance","Empregado adiantado",revisao,
"Employee advance list","Lista antecipada de funcionários",revisao,
"Employee advance usage","Uso antecipado de funcionários",revisao,
"Employee advances","Empregado avança",revisao,
"Employee bonus","Bónus de empregado",revisao,
"Employee bonus amount","Bónus de empregado",revisao,
"Employee bonus management","Gerenciamento de bônus de funcionários",revisao,
"Employee bonus mgt","Bónus de empregado",revisao,
"Employee bonus type","Tipo de bônus de empregado",revisao,
"Employee bonuses","Bônus do empregado",revisao,
"Employee filters","Filtros de funcionários",revisao,
"Employee firstname","Nome do funcionário",revisao,
"Employee lastname","Apelido do empregado",revisao,
"Employee vehicle list","Lista de veículos do empregado",revisao,
"Employee's other costs","Outros custos do empregado",revisao,
Employee.annualReportOf,Employee.annualReportOf,revisao,
Employees,Funcionários,revisao,
"Employees Management","Gestão de Empregados",revisao,
"Employees management","Gestão de funcionários",revisao,
"Employees' leaves attempted to be computed : %s","As folhas dos funcionários tentaram ser computadas:% s",revisao,
"Employees' leaves failed to be computed due to configuration anomaly : %s","As folhas dos funcionários não foram computadas devido à anomalia de configuração:% s",revisao,
"Employees' leaves failed to be computed due to missing data : %s","As folhas dos funcionários não foram computadas devido à falta de dados:% s",revisao,
"Employees' leaves successfully computed : %s","Folhas de funcionários computadas com sucesso:% s",revisao,
"Employees' other costs","Outros custos dos empregados",revisao,
Employment,Emprego,revisao,
"Employment Contract Templates","Modelos de contrato de emprego",revisao,
"Employment Contracts","Contratos de trabalho",revisao,
"Employment contract","Contrato de emprego",revisao,
"Employment contract template","Modelo de contrato de trabalho",revisao,
"Employment contract templates","Modelos de contrato de emprego",revisao,
"Employment contract type","Tipo de contrato de trabalho",revisao,
"Employment contract types","Tipos de contrato de emprego",revisao,
"Employment contracts","Contratos de trabalho",revisao,
"Enable editor","Ativar editor",revisao,
"End Date","Data final",revisao,
"End On",Fim,revisao,
"End date","Data final",revisao,
"End of contract","Fim de contrato",revisao,
"End of contract reason","Fim do motivo do contrato",revisao,
"End of contract reasons","Fim dos motivos do contrato",revisao,
"End of month","Fim do mês",revisao,
"End of the week","Fim da semana",revisao,
Event,Evento,revisao,
"Exclude timesheet editor","Excluir editor de quadro de horários",revisao,
Executive,Executivo,revisao,
"Executive Status","Status executivo",revisao,
Expense,Despesa,revisao,
"Expense Journal","Diário de despesas",revisao,
"Expense Notification Mail","Correio de Notificação de Despesas",revisao,
"Expense N°","Despesa N °",revisao,
"Expense Per Employee","Despesa por funcionário",revisao,
"Expense Sequence","Seqüência de Despesas",revisao,
"Expense Templates","Modelos de Despesas",revisao,
"Expense Type","Tipo de despesa",revisao,
"Expense date","Data de Despesa",revisao,
"Expense line","Linha de despesa",revisao,
"Expense lines","Linhas de despesa",revisao,
"Expense paid with company's credit card","Despesas pagas com cartão de crédito da empresa",revisao,
"Expense tax account","Conta fiscal de despesas",revisao,
"Expense type","Tipo de despesa",revisao,
"Expense types","Tipos de despesa",revisao,
Expense.advanceAmount,Expense.advanceAmount,revisao,
Expense.comments,Expense.comments,revisao,
Expense.companyCbSelect,Expense.companyCbSelect,revisao,
Expense.employeeName,Expense.employeeName,revisao,
"Expense.employeeSignature","Expense.employeeSignature",revisao,
"Expense.employerSignature","Expense.employerSignature",revisao,
Expense.expenseDate,Expense.expenseDate,revisao,
Expense.expenseOf,Expense.expenseOf,revisao,
Expense.multipleUsers,Despesas.multipleUsers,revisao,
Expense.period,Despesa.period,revisao,
"Expense.personalExpenseAmount","Expense.personalExpenseAmount",revisao,
Expense.total,Despesa.total,revisao,
Expense.totalAmount,Expense.totalAmount,revisao,
Expense.withdrawnCash,"Despesa com retirada",revisao,
ExpenseLine.amount,ExpenseLine.amount,revisao,
ExpenseLine.cityFrom,ExpenseLine.cityFrom,revisao,
ExpenseLine.cityTo,ExpenseLine.cityTo,revisao,
ExpenseLine.client,ExpenseLine.client,revisao,
ExpenseLine.distance,ExpenseLine.distance,revisao,
ExpenseLine.expenseDate,ExpenseLine.expenseDate,revisao,
ExpenseLine.expenseType,ExpenseLine.expenseType,revisao,
"ExpenseLine.kilometricAllowParam","ExpenseLine.kilometricAllowParam",revisao,
"ExpenseLine.kilometricExpenseType","ExpenseLine.kilometricExpenseType",revisao,
ExpenseLine.totalTax,ExpenseLine.totalTax,revisao,
"ExpenseLine.untaxedAmount","ExpenseLine.untaxedAmount",revisao,
Expenses,Despesas,revisao,
"Expenses amount to pay","Despesas quantia para pagar",revisao,
"Expenses to Validate","Despesas para validar",revisao,
"Expenses to Ventilate","Despesas para Ventilar",revisao,
"Expenses to be Validated by your subordinates","Despesas a serem validadas por seus subordinados",revisao,
Export,Exportar,revisao,
"Export CSV","Exportar CSV",revisao,
"Export code","Código de exportação",revisao,
"Export code for extra hour management","Código de exportação para gerenciamento de hora extra",revisao,
"Export code for lunch voucher management","Código de exportação para gerenciamento de vouchers de almoço",revisao,
"Export date","Data de exportação",revisao,
"Export for payroll preparation","Exportação para preparação de folha de pagamento",revisao,
"Export payroll preparation","Preparação para folha de pagamento de exportação",revisao,
"Export type","Tipo de exportação",revisao,
Exported,Exportado,revisao,
Exports,Exportações,revisao,
"Extension Amendment","Emenda de extensão",revisao,
"Extension and Miscellaneous Amendment","Extensão e Alteração Diversa",revisao,
External,Externo,revisao,
"Extra Hours","Horas extras",revisao,
"Extra Hours Notification Mail","Correio Extra de Notificação de Horas",revisao,
"Extra Hours Templates","Modelos extras de horas",revisao,
"Extra hours","Horas extras",revisao,
"Extra hours to Validate","Horas extras para validar",revisao,
"Extra hours to be Validated by your subordinates","Horas extras a serem validadas por seus subordinados",revisao,
"Extra hours to validate","Horas extras para validar",revisao,
"Extra hours' number","Número extra de horas",revisao,
ExtraHours,"Horas extras",revisao,
Finish,Terminar,revisao,
Finished,Acabado,revisao,
"Fiscal periods","Períodos fiscais",revisao,
"Fiscal year","Ano fiscal",revisao,
Follow-up,Acompanhamento,revisao,
Formula,Fórmula,revisao,
"Formula variables configuration","Configuração de variáveis de fórmula",revisao,
Friday,Sexta-feira,revisao,
From,De,revisao,
"From date","Da data",revisao,
"From date can't be empty","De data não pode estar vazio",revisao,
"From generation date","A partir da data de geração",revisao,
"Full name","Nome completo",revisao,
"Fullscreen Editor","Editor de tela cheia",revisao,
General,Geral,revisao,
"General Expense","Despesa geral",revisao,
"General expense lines","Linhas gerais de despesas",revisao,
"General expenses","Despesas gerais",revisao,
"Generate Lines Automatically","Gerar Linhas Automaticamente",revisao,
"Generate Lines From Expected Planning","Gerar linhas do planejamento esperado",revisao,
"Generate Lines From Realise Planning","Gerar Linhas de Realizar Planejamento",revisao,
"Generate Lines automatically","Gerar linhas automaticamente",revisao,
"Generate human resource configurations","Gere configurações de recursos humanos",revisao,
"Generate lines","Gerar linhas",revisao,
"Generate payroll prepa.","Gerar prepa de folha de pagamento.",revisao,
"Generate periods","Gerar períodos",revisao,
Given,Dado,revisao,
"Given lunch vouchers on the period","Dado vales de almoço no período",revisao,
"Given to Employee","Dado ao empregado",revisao,
"Google Maps error: %s","Erro do Google Maps:% s",revisao,
"Ground For Refusal","Terreno para a recusa",revisao,
"Ground for refusal","Terreno para recusa",revisao,
HR,,revisao,
"HR Batch","Lote de RH",revisao,
"HR Info.","Informações de RH.",revisao,
"HR batches","Lotes de RH",revisao,
"HR config","Configuração de HR",revisao,
"HR manager","Gerente de RH",revisao,
"Historic colleague Expenses","Custo do colega histórico",revisao,
"Historic colleague Timesheets","Colega histórica Timesheets",revisao,
"Historic colleague extra hours","Horas extras colega histórico",revisao,
"Historic extra hours","Horas extras históricas",revisao,
"Historic team Expenses","Despesas da equipe histórica",revisao,
"Historic team leave requests","Pedidos de licença da equipe histórica",revisao,
"Historic team timesheets","Timesheets da equipe histórica",revisao,
"Hourly gross salary","Salário bruto por hora",revisao,
"Hourly rate","Taxa horária",revisao,
Hours,Horas,revisao,
"Hours distribution","Horas de distribuição",revisao,
"Hr batch","Lote Hr",revisao,
"Hr config","Hr config",revisao,
HrConfig,HrConfig,revisao,
"Human Resource Manager","Gerente de Recursos Humanos",revisao,
"Human Resource config (${ name })","Configuração de recursos humanos ($ {name})",revisao,
"Human Resources Manager","gerente de Recursos Humanos",revisao,
"Human Resources User","Usuário de Recursos Humanos",revisao,
"Human Resources configuration","Configuração de Recursos Humanos",revisao,
"Human Resources configurations","Configurações de recursos humanos",revisao,
"Human resource configurations","Configurações de recursos humanos",revisao,
"Imposed day Planning","Planejamento do dia imposto",revisao,
"In Trial","Em julgamento",revisao,
"In advance",Antecipadamente,revisao,
"Include in turnover forecast","Incluir na previsão de volume de negócios",revisao,
Information,"Em formação",revisao,
Informations,Informações,revisao,
Inject,Injetar,revisao,
Inject/Consume,"Injetar / Consumir",revisao,
Instruction,Instrução,revisao,
"Internal description","Descrição interna",revisao,
"Invalid date","Data inválida",revisao,
"Invalid date, it can't be in the future","Data inválida, não pode ser no futuro",revisao,
"Invalid dates","Datas inválidas",revisao,
"Invalid duration (must be a 0.5's multiple)","Duração inválida (deve ser um múltiplo de 0,5)",revisao,
Invitation,Convite,revisao,
Invoiced,Facturado,revisao,
"Invoicing Type for Log Times","Tipo de faturamento para tempos de log",revisao,
Justification,Justificação,revisao,
K.A.P.,KAP,revisao,
"Keep Project for Start&Stop Timer","Mantenha o projeto para iniciar e parar o temporizador",revisao,
"Kilometric Allowance","Provisão Kilométrica",revisao,
"Kilometric Allowance Param","Parâmetro de tolerância quilométrica",revisao,
"Kilometric Allowance Params","Params de tolerância quilométrica",revisao,
"Kilometric Allowances","Licenças Kilométricas",revisao,
"Kilometric allowance list","Lista de permissões quilométricas",revisao,
"Kilometric allowance rate","Taxa de permissão quilométrica",revisao,
"Kilometric allowance rates","Taxas de permissão quilométrica",revisao,
"Kilometric allowance rule","Regra de permissão quilométrica",revisao,
"Kilometric allowance rule list","Lista de regras de limites de quilometragem",revisao,
"Kilometric allowance rules","Regras de tolerância quilométrica",revisao,
"Kilometric expense product","Produto de despesas quilométricas",revisao,
"Kilometric lines","Linhas quilométricas",revisao,
"Kilometric log","Log Kilométrico",revisao,
"Kilometric log list","Lista de log Kilométrica",revisao,
"Kilometrice Allowance Param","Parâmetro de permissão Kilometrice",revisao,
"Kilometrice Allowance Params","Params de tolerância Kilometrice",revisao,
"Kilometrice log","Log Kilometrice",revisao,
Label,Rótulo,revisao,
"Leave Batch rules","Deixar regras de lote",revisao,
"Leave List","Deixar lista",revisao,
"Leave Management","Deixar a gerência",revisao,
"Leave Management Batch Rule","Deixar regra de lote de gerenciamento",revisao,
"Leave Management Reset","Deixar a redefinição de gerenciamento",revisao,
"Leave Per Employee","Deixar por empregado",revisao,
"Leave Reason","Deixe a Razão",revisao,
"Leave Reason for Leave to justify","Deixar motivo para deixar justificar",revisao,
"Leave Request","Deixar pedido",revisao,
"Leave Request Notification Mail","Deixar mensagem de notificação de solicitação",revisao,
"Leave Requests","Deixar pedidos",revisao,
"Leave Requests to Validate","Deixar solicitações para validar",revisao,
"Leave counter reset","Deixar o reset do contador",revisao,
"Leave day number","Deixe o número do dia",revisao,
"Leave days' number","Deixe o número dos dias",revisao,
"Leave line","Deixe a linha",revisao,
"Leave management","Deixe o gerenciamento",revisao,
"Leave management batch","Deixar lote de gerenciamento",revisao,
"Leave management batch rule list","Deixar lista de regras de lote de gerenciamento",revisao,
"Leave period","Deixe o período",revisao,
"Leave reason","Deixe o motivo",revisao,
"Leave reason and day number have to be defined","Deixe razão e número de dia tem que ser definido",revisao,
"Leave request","Deixar pedido",revisao,
"Leave to justify","Deixar para justificar",revisao,
LeaveRequest,"Deixar pedido",revisao,
Leaves,Sai,revisao,
"Leaves Management","Gerenciamento de Folhas",revisao,
"Leaves Templates","Modelos de folhas",revisao,
"Leaves calendar","Folhas de calendário",revisao,
"Leaves to be Validated by your subordinates","Folhas a serem validadas por seus subordinados",revisao,
"List of employees","Lista de funcionários",revisao,
"Log Time","Hora do registro",revisao,
"Log Times","Tempos de registro",revisao,
"Logged Time","Hora registrada",revisao,
"Lunch Voucher","Vale Almoço",revisao,
"Lunch Voucher Advance","Lunch Voucher Advance",revisao,
"Lunch Voucher Advances","Avanços do voucher de almoço",revisao,
"Lunch Voucher Employer's Share","Lunch Employer Voucher Share",revisao,
"Lunch Voucher Format","Formato de vale para almoço",revisao,
"Lunch Voucher Line","Linha de vale para almoço",revisao,
"Lunch Voucher Lines","Linhas de vale para almoço",revisao,
"Lunch Voucher Management","Almoço Voucher Management",revisao,
"Lunch Voucher Wage Share","Ação do Salário do Voucher para Almoço",revisao,
"Lunch Voucher format","Formato de vale para almoço",revisao,
"Lunch Voucher's number","Número do vale de almoço",revisao,
"Lunch Vouchers","Vouchers de almoço",revisao,
"Lunch voucher supplier","Fornecedor de comprovante de almoço",revisao,
"Lunch vouchers","Vales de almoço",revisao,
"Lunch vouchers distributed","Vales de almoço distribuídos",revisao,
"Lunch vouchers used","Vales de almoço usados",revisao,
"Lunch vouchers' number","Número de vales de almoço",revisao,
LunchVoucher.amount,LunchVoucher.amount,revisao,
LunchVoucher.comment,LunchVoucher.comment,revisao,
"LunchVoucher.employeeShare","LunchVoucher.employeeShare",revisao,
"LunchVoucher.employerShare","LunchVoucher.employerShare",revisao,
LunchVoucher.handedOn,LunchVoucher.handedOn,revisao,
LunchVoucher.leavesFrom,LunchVoucher.leavesDo,revisao,
LunchVoucher.lvFrom,AlmoçoVoucher.lvDe,revisao,
LunchVoucher.month,LunchVoucher.month,revisao,
LunchVoucher.names,LunchVoucher.names,revisao,
LunchVoucher.qty,LunchVoucher.qty,revisao,
LunchVoucher.signature,LunchVoucher.signature,revisao,
"LunchVoucher.signatureDocument","LunchVoucher.signatureDocument",revisao,
LunchVoucher.subtotal,LunchVoucher.subtotal,revisao,
LunchVoucher.to,LunchVoucher.to,revisao,
LunchVoucher.total,LunchVoucher.total,revisao,
LunchVoucherCommand,LunchVoucherCommand,revisao,
Main,"a Principal",revisao,
"Main employment contract","Contrato principal de emprego",revisao,
"Main employment contract status","Status do contrato principal de emprego",revisao,
"Manage Accumulation","Gerenciar acumulação",revisao,
Manager,Gerente,revisao,
"Marital status","Estado civil",revisao,
Married,Casado,revisao,
"Mass export list","Lista de exportação em massa",revisao,
"Maximum Condition","Condição Máxima",revisao,
"Maximum value for hours exceeded (configure daily work hours in employee)","Valor máximo para horas excedidas (configure as horas de trabalho diárias no funcionário)",revisao,
"Min monthly remuneration","Remuneração mínima mensal",revisao,
"Minimum Condition","Condição Mínima",revisao,
"Minimum Stock of Lunch Vouchers","Estoque Mínimo de Vouchers de Almoço",revisao,
"Minimum stock of lunch vouchers will be reached for the company %s. Minimum Stock allowed : %s. Available Stock : %s","O estoque mínimo de vales de almoço será alcançado para a empresa% s. Estoque mínimo permitido:% s. Estoque disponível:% s",revisao,
Minutes,Minutos,revisao,
"Miscellaneous Amendment","Emenda Variada",revisao,
Monday,Segunda-feira,revisao,
"Monthly global cost","Custo global mensal",revisao,
Morning,Manhã,revisao,
Move,Mover,revisao,
"Move Date","Data de Mover",revisao,
"Move already used, you must unreconcile it first","Mover já usado, você deve desequilibrar primeiro",revisao,
"Multiple users","Vários usuários",revisao,
"Multiple users expenses","Despesas de vários usuários",revisao,
"My Expenses","Minhas despesas",revisao,
"My Extra Hours","Minhas horas extras",revisao,
"My Leave Requests","Minhas solicitações de licença",revisao,
"My Timesheets","Meus Timesheets",revisao,
"My expense","Minha despesa",revisao,
"My expenses","Minhas despesas",revisao,
"My extra hours","Minhas horas extras",revisao,
"My leave request","Meu pedido de licença",revisao,
"My leave requests","Meus pedidos de licença",revisao,
"My timesheet","Minha planilha de horas",revisao,
"My timesheets","Meus quadros de horários",revisao,
Name,Nome,revisao,
"Name for age variable","Nome para variável de idade",revisao,
"Name for seniority variable","Nome da variável de antiguidade",revisao,
"Name for total working day in a period variable","Nome para o dia útil total em uma variável de período",revisao,
"Name for working day variable","Nome da variável do dia útil",revisao,
"Nbr lunch vouchers","Vales de almoço Nbr",revisao,
"Net salary","Salário líquido",revisao,
New,,revisao,
"New project line","Nova linha de projeto",revisao,
Nibelis,Nibelis,revisao,
No,,revisao,
"No Leave Request to be validated by your subordinates","Nenhum pedido de licença para ser validado por seus subordinados",revisao,
"No Tax for the product %s","Nenhum imposto para o produto% s",revisao,
"No expense to be validated by your subordinates","Nenhuma despesa a ser validada por seus subordinados",revisao,
"No extra hours to be validated by your subordinates","Nenhuma hora extra para ser validada por seus subordinados",revisao,
"No timesheet line has been created because the duration is less than 1 minute","Nenhuma linha de quadro de horários foi criada porque a duração é inferior a 1 minuto",revisao,
"No timesheet to be validated by your subordinates","Nenhum quadro de horários a ser validado por seus subordinados",revisao,
Non-Executive,Não-executivo,revisao,
None,Nenhum,revisao,
"Not invoiced","Não faturado",revisao,
"Number of canteen entries","Número de entradas de cantina",revisao,
"Number of days","Número de dias",revisao,
"Number of days overseas","Número de dias no exterior",revisao,
"Number of days worked","Número de dias trabalhados",revisao,
"Number of lunch vouchers","Número de vales de almoço",revisao,
Occasional,Ocasional,revisao,
"Old value","Valor antigo",revisao,
One-way,"Mão única",revisao,
Organization,Organização,revisao,
Others,Outras,revisao,
Overseas,"No exterior",revisao,
"Overtime management","Gerenciamento de horas extras",revisao,
Overview,"visão global",revisao,
"Paper format","Formato de papel",revisao,
Pause,Pausa,revisao,
"Pay Company","Pagar Companhia",revisao,
"Pay company main employment contract","Contrato de emprego principal da empresa de pagamento",revisao,
"Pay period","Período de pagamento",revisao,
Payment,"Forma de pagamento",revisao,
"Payment Date","Data de pagamento",revisao,
"Payment Status","Status do pagamento",revisao,
"Payment amount","Quantidade de pagamento",revisao,
"Payment information","Informação de pagamento",revisao,
"Payment mode","Modo de pagamento",revisao,
"Payroll Leave","Licença de Folha de Pagamento",revisao,
"Payroll Leaves","Folhas de pagamento",revisao,
"Payroll Preparation","Preparação da folha de pagamento",revisao,
"Payroll Preparations","Preparações de folha de pagamento",revisao,
"Payroll Year","Ano da folha de pagamento",revisao,
"Payroll periods","Períodos da folha de pagamento",revisao,
"Payroll preparation","Preparação da folha de pagamento",revisao,
"Payroll preparation export","Exportação de preparação de folha de pagamento",revisao,
"Payroll preparation export batch","Lote de exportação de preparação de folha de pagamento",revisao,
"Payroll preparation export page","Página de exportação de preparação da folha de pagamento",revisao,
"Payroll preparation generation","Geração de preparação de folha de pagamento",revisao,
"Payroll preparation generation batch","Lote de geração de preparação de folha de pagamento",revisao,
"Payroll preparation generation page","Página de geração de preparação da folha de pagamento",revisao,
"Payroll preparations","Preparações para folha de pagamento",revisao,
"Payroll preparations attempted to be generated : %s","Os preparativos da folha de pagamento tentaram ser gerados:% s",revisao,
"Payroll preparations exported : %s","Preparações de folha de pagamento exportadas:% s",revisao,
"Payroll preparations failed to be generated due to a duplicate one : %s","Os preparativos da folha de pagamento não foram gerados devido a um duplicado:% s",revisao,
"Payroll preparations failed to be generated due to missing data : %s","As preparações da folha de pagamento não foram geradas devido à falta de dados:% s",revisao,
"Payroll preparations successfully generated : %s","Preparações da folha de pagamento geradas com sucesso:% s",revisao,
"Payroll year","Ano da folha de pagamento",revisao,
"Payroll years","Anos de folha de pagamento",revisao,
Period,Período,revisao,
"Period is closed","Período encerrado",revisao,
"Periods generation assistant","Assistente de geração Períodos",revisao,
Permanent,Permanente,revisao,
"Personal Info.","Informação pessoal.",revisao,
"Personal expense","Despesa pessoal",revisao,
"Personal expense amount","Quantia de despesa pessoal",revisao,
Phone,telefone,revisao,
"Phone at the customer","Telefone no cliente",revisao,
"Planned hours","Horas planejadas",revisao,
"Planned time","Tempo planejado",revisao,
Plannings,Planejamentos,revisao,
"Plate Number","Número da placa",revisao,
"Please add a product","Por favor, adicione um produto",revisao,
"Please add a start date for generation","Por favor, adicione uma data de início para geração",revisao,
"Please add an employee's planning related to user %s","Por favor, adicione o planejamento de um empregado relacionado ao usuário% s",revisao,
"Please add an employee's public holiday events planning related to user %s","Por favor, adicione o planejamento de eventos de feriados públicos de um funcionário relacionado ao usuário% s",revisao,
"Please add an end date for generation","Por favor, adicione uma data final para geração",revisao,
"Please configure informations for human resources for the company %s","Por favor, configure informações para recursos humanos para a empresa% s",revisao,
